seed,success,termination/status,checkpoint,log_path,actions,tactile_changes
1000000,0,timeout,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,300,299
1000001,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,196,195
1000002,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,80,79
1000003,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,140,139
1000004,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,230,229
1000005,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,155,154
1000006,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,189,188
1000007,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,258,257
1000008,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,133,132
1000009,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,170,169
1000010,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,138,137
1000011,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,166,165
1000012,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,130,129
1000013,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,193,192
1000014,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,162,161
1000015,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,200,199
1000016,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,114,113
1000017,0,timeout,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,300,0
1000018,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,138,137
1000019,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,185,184
1000020,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,177,176
1000021,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,126,125
1000022,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,261,260
1000023,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,183,182
1000024,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,187,186
1000025,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,150,149
1000026,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,178,177
1000027,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,200,199
1000028,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,124,123
1000029,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,138,137
1000030,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,186,185
1000031,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,146,145
1000032,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,98,97
1000033,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,224,223
1000034,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,174,173
1000035,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,164,163
1000036,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,189,188
1000037,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,143,142
1000038,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,171,170
1000039,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,234,233
1000040,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,155,154
1000041,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,148,147
1000042,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,179,178
1000043,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,141,140
1000044,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,141,140
1000045,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,146,145
1000046,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,150,149
1000047,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,179,178
1000048,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,169,168
1000049,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,184,183
1000050,0,timeout,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,300,299
1000051,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,126,125
1000052,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,132,131
1000053,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,132,131
1000054,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,167,166
1000055,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,151,150
1000056,0,early_stop,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,178,177
1000057,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,202,201
1000058,1,success,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,156,155
1000059,0,timeout,786021c67c63ec246c2f4663e6428335b0953c16f180b4810284b2e4f56e7f2e,eval_1000000_1000099/results/log.log,300,0
